Index,Original_Sentence,Vocabulary,Exempt_Mode,Model_ID,Transformed_Sentence
52,A man is jumping into an empty pool,ThingExplainer1000.txt,english_stopwords,BYT5,""" should have jump into an empty should have jump into an empty should have jump into an empty should have jump into an empty s"
57,Four girls are doing backbends and playing outdoors,ThingExplainer1000.txt,english_stopwords,BYT5,""" has become the only one woman who has become the only one woman who has become the only one woman who has become the only one"
71,A man is sitting in a field,ThingExplainer1000.txt,english_stopwords,BYT5,""" said to be said to be said to be said to be said to be said to be said to be said"
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,ThingExplainer1000.txt,english_stopwords,BYT5,""" should have become a man with a red car and a red car and a red car is should have become a man with a red car and a red car"
125,The blond girl is dancing behind the sound equipment,ThingExplainer1000.txt,english_stopwords,BYT5,""" is about to dance behind the sound dance behind the sound dance behind the sound dance behind the sound dance behind the soun"
140,The woman is wearing glasses and a black headdress,ThingExplainer1000.txt,english_stopwords,BYT5,""" should have a black head with a black head and a black head with a black head and a black head with a black head and a black"
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,ThingExplainer1000.txt,english_stopwords,BYT5,""" has been the only thing that he has been the only thing that he has been the only thing that he has been the only thing that"
377,A man is leading the race,ThingExplainer1000.txt,english_stopwords,BYT5,""" the race the race the race the race the race the race the race the race the race the race the race the race the race the race"
379,A man is leading the race,ThingExplainer1000.txt,english_stopwords,BYT5,""" the race the race the race the race the race the race the race the race the race the race the race the race the race the race"
12,A skilled person is riding a bicycle on one wheel,ThingExplainer1000.txt,english_stopwords,EMB_SUB,A thick person is fine a idea on one time
52,A man is jumping into an empty pool,ThingExplainer1000.txt,english_stopwords,EMB_SUB,A man is jump into an empty fun
57,Four girls are doing backbends and playing outdoors,ThingExplainer1000.txt,english_stopwords,EMB_SUB,Four girl are doing back and really field
71,A man is sitting in a field,ThingExplainer1000.txt,english_stopwords,EMB_SUB,A man is sat in a field
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,ThingExplainer1000.txt,english_stopwords,EMB_SUB,A shoulder with a red jacket is fine a blue give down the road
125,The blond girl is dancing behind the sound equipment,ThingExplainer1000.txt,english_stopwords,EMB_SUB,The that girl is dance behind the sound something
140,The woman is wearing glasses and a black headdress,ThingExplainer1000.txt,english_stopwords,EMB_SUB,The woman is dress say and a black jacket
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,ThingExplainer1000.txt,english_stopwords,EMB_SUB,A boy is climb up a wall calm bring for climb and is seven to a town
377,A man is leading the race,ThingExplainer1000.txt,english_stopwords,EMB_SUB,A man is lady the race
379,A man is leading the race,ThingExplainer1000.txt,english_stopwords,EMB_SUB,A man is lady the race
12,A skilled person is riding a bicycle on one wheel,ThingExplainer1000.txt,none,MLM,A single person is on a horse on one side
52,A man is jumping into an empty pool,ThingExplainer1000.txt,none,MLM,A man is led into an empty.
57,Four girls are doing backbends and playing outdoors,ThingExplainer1000.txt,none,MLM,Four people are on foot and walk.
71,A man is sitting in a field,ThingExplainer1000.txt,none,MLM,A man is lost in a field
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,ThingExplainer1000.txt,none,MLM,A person with a red shirt is on a blue bus down the road
125,The blond girl is dancing behind the sound equipment,ThingExplainer1000.txt,none,MLM,The little girl is left behind the sound.
140,The woman is wearing glasses and a black headdress,ThingExplainer1000.txt,none,MLM,The woman is wore black and a black.
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,ThingExplainer1000.txt,none,MLM,A boy is brought up a wall usually meant for escape and is held to a.
377,A man is leading the race,ThingExplainer1000.txt,none,MLM,A man is in the race
379,A man is leading the race,ThingExplainer1000.txt,none,MLM,A man is in the race
12,A skilled person is riding a bicycle on one wheel,ThingExplainer1000.txt,none,T5,.
52,A man is jumping into an empty pool,ThingExplainer1000.txt,none,T5,.
57,Four girls are doing backbends and playing outdoors,ThingExplainer1000.txt,none,T5,:
71,A man is sitting in a field,ThingExplainer1000.txt,none,T5,.
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,ThingExplainer1000.txt,none,T5,: ( in the name of the blue and blue road in the name of the blue and blue road
125,The blond girl is dancing behind the sound equipment,ThingExplainer1000.txt,none,T5,.
140,The woman is wearing glasses and a black headdress,ThingExplainer1000.txt,none,T5,.
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,ThingExplainer1000.txt,none,T5,.
377,A man is leading the race,ThingExplainer1000.txt,none,T5,.
379,A man is leading the race,ThingExplainer1000.txt,none,T5,.
12,A skilled person is riding a bicycle on one wheel,ThingExplainer1000.txt,none,BYT5,""" on one which one which one which one which one which one which one which one which one which one which one which one which on"
52,A man is jumping into an empty pool,ThingExplainer1000.txt,none,BYT5,""" should have jump into an empty should have jump into an empty should have jump into an empty should have jump into an empty s"
57,Four girls are doing backbends and playing outdoors,ThingExplainer1000.txt,none,BYT5,""" has become the only one woman who has become the only one woman who has become the only one woman who has become the only one"
71,A man is sitting in a field,ThingExplainer1000.txt,none,BYT5,""" said to be said to be said to be said to be said to be said to be said to be said"
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,ThingExplainer1000.txt,none,BYT5,""" should have become a man with a red car and a red car and a red car is should have become a man with a red car and a red car"
125,The blond girl is dancing behind the sound equipment,ThingExplainer1000.txt,none,BYT5,""" is about to dance behind the sound dance behind the sound dance behind the sound dance behind the sound dance behind the soun"
140,The woman is wearing glasses and a black headdress,ThingExplainer1000.txt,none,BYT5,""" should have a black head with a black head and a black head with a black head and a black head with a black head and a black"
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,ThingExplainer1000.txt,none,BYT5,""" has been the only thing that he has been the only thing that he has been the only thing that he has been the only thing that"
377,A man is leading the race,ThingExplainer1000.txt,none,BYT5,""" the race the race the race the race the race the race the race the race the race the race the race the race the race the race"
379,A man is leading the race,ThingExplainer1000.txt,none,BYT5,""" the race the race the race the race the race the race the race the race the race the race the race the race the race the race"
12,A skilled person is riding a bicycle on one wheel,ThingExplainer1000.txt,none,EMB_SUB,A thick person is fine a idea on one time
52,A man is jumping into an empty pool,ThingExplainer1000.txt,none,EMB_SUB,A man is jump into an empty fun
57,Four girls are doing backbends and playing outdoors,ThingExplainer1000.txt,none,EMB_SUB,Four girl are did back and really field
71,A man is sitting in a field,ThingExplainer1000.txt,none,EMB_SUB,A man is sat in a field
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,ThingExplainer1000.txt,none,EMB_SUB,A shoulder with a red jacket is fine a blue give down the road
125,The blond girl is dancing behind the sound equipment,ThingExplainer1000.txt,none,EMB_SUB,The that girl is dance behind the sound something
140,The woman is wearing glasses and a black headdress,ThingExplainer1000.txt,none,EMB_SUB,The woman is dress say and a black jacket
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,ThingExplainer1000.txt,none,EMB_SUB,A boy is climb up a wall calm bring for climb and is seven to a town
377,A man is leading the race,ThingExplainer1000.txt,none,EMB_SUB,A man is lady the race
379,A man is leading the race,ThingExplainer1000.txt,none,EMB_SUB,A man is lady the race
12,A skilled person is riding a bicycle on one wheel,OgdenBasicEnglish850.txt,english_stopwords,MLM,A normal person is driving a wheel on a wheel
52,A man is jumping into an empty pool,OgdenBasicEnglish850.txt,english_stopwords,MLM,A man is put into an open.
57,Four girls are doing backbends and playing outdoors,OgdenBasicEnglish850.txt,english_stopwords,MLM,young man are doing business and living.
71,A man is sitting in a field,OgdenBasicEnglish850.txt,english_stopwords,MLM,A man is dead in a field
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,OgdenBasicEnglish850.txt,english_stopwords,MLM,A person with a red shirt is driving a blue cart down the road
125,The blond girl is dancing behind the sound equipment,OgdenBasicEnglish850.txt,english_stopwords,MLM,The little girl is left with the sound.
140,The woman is wearing glasses and a black headdress,OgdenBasicEnglish850.txt,english_stopwords,MLM,The woman is black hair and a black.
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,OgdenBasicEnglish850.txt,english_stopwords,MLM,"A boy is hanging up a wall, ready for punishment and is hanging to a tree"
377,A man is leading the race,OgdenBasicEnglish850.txt,english_stopwords,MLM,A man is in the.
379,A man is leading the race,OgdenBasicEnglish850.txt,english_stopwords,MLM,A man is in the.
12,A skilled person is riding a bicycle on one wheel,OgdenBasicEnglish850.txt,english_stopwords,T5,.
52,A man is jumping into an empty pool,OgdenBasicEnglish850.txt,english_stopwords,T5,.
57,Four girls are doing backbends and playing outdoors,OgdenBasicEnglish850.txt,english_stopwords,T5,:
71,A man is sitting in a field,OgdenBasicEnglish850.txt,english_stopwords,T5,.
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,OgdenBasicEnglish850.txt,english_stopwords,T5,: ( in the name of the blue and blue road in the name of the blue and blue road
125,The blond girl is dancing behind the sound equipment,OgdenBasicEnglish850.txt,english_stopwords,T5,s simple
140,The woman is wearing glasses and a black headdress,OgdenBasicEnglish850.txt,english_stopwords,T5,.
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,OgdenBasicEnglish850.txt,english_stopwords,T5,.
377,A man is leading the race,OgdenBasicEnglish850.txt,english_stopwords,T5,s simple
379,A man is leading the race,OgdenBasicEnglish850.txt,english_stopwords,T5,s simple
12,A skilled person is riding a bicycle on one wheel,OgdenBasicEnglish850.txt,english_stopwords,BYT5,""" on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on"
52,A man is jumping into an empty pool,OgdenBasicEnglish850.txt,english_stopwords,BYT5,""" should have been should have been should have been should have been should have been should have been should have been should"
57,Four girls are doing backbends and playing outdoors,OgdenBasicEnglish850.txt,english_stopwords,BYT5,""" has been through the second the second the second the second the second the second the second the second the second the secon"
71,A man is sitting in a field,OgdenBasicEnglish850.txt,english_stopwords,BYT5,""" have been a simple been a simple been a simple been a simple been a simple been a simple been a simple been a simple been a s"
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,OgdenBasicEnglish850.txt,english_stopwords,BYT5,""" should have been should have been should have been should have been should have been should have been should have been should"
125,The blond girl is dancing behind the sound equipment,OgdenBasicEnglish850.txt,english_stopwords,BYT5,""" is about her sound sound sound sound sound sound sound sound sound sound sound sound that her sound sound is about her sound"
140,The woman is wearing glasses and a black headdress,OgdenBasicEnglish850.txt,english_stopwords,BYT5,""" should have a black head with a black head and a black head with a black head and a black head with a black head and a black"
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,OgdenBasicEnglish850.txt,english_stopwords,BYT5,""" has been the only thing that he has been the only thing that he has been the only thing that he has been the only thing that"
377,A man is leading the race,OgdenBasicEnglish850.txt,english_stopwords,BYT5,""" is lead there is lead there is lead there is lead there is lead there is lead there is lead there is lead there is lead there"
379,A man is leading the race,OgdenBasicEnglish850.txt,english_stopwords,BYT5,""" is lead there is lead there is lead there is lead there is lead there is lead there is lead there is lead there is lead there"
12,A skilled person is riding a bicycle on one wheel,OgdenBasicEnglish850.txt,english_stopwords,EMB_SUB,A responsible person is ship a idea on i wheel
52,A man is jumping into an empty pool,OgdenBasicEnglish850.txt,english_stopwords,EMB_SUB,A man is jump into an existence garden
57,Four girls are doing backbends and playing outdoors,OgdenBasicEnglish850.txt,english_stopwords,EMB_SUB,Thick girl are doing back and very field
71,A man is sitting in a field,OgdenBasicEnglish850.txt,english_stopwords,EMB_SUB,A man is here in a field
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,OgdenBasicEnglish850.txt,english_stopwords,EMB_SUB,A fowl with a red glove is ship a blue give down the road
125,The blond girl is dancing behind the sound equipment,OgdenBasicEnglish850.txt,english_stopwords,EMB_SUB,The that girl is amount not the sound tired
140,The woman is wearing glasses and a black headdress,OgdenBasicEnglish850.txt,english_stopwords,EMB_SUB,The woman is dress say and a black feeble
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,OgdenBasicEnglish850.txt,english_stopwords,EMB_SUB,A boy is very up a wall political stone for very and is same to a stitch
377,A man is leading the race,OgdenBasicEnglish850.txt,english_stopwords,EMB_SUB,A man is business the circle
379,A man is leading the race,OgdenBasicEnglish850.txt,english_stopwords,EMB_SUB,A man is business the circle
12,A skilled person is riding a bicycle on one wheel,OgdenBasicEnglish850.txt,none,MLM,A normal person when driving a wheel on a wheel
52,A man is jumping into an empty pool,OgdenBasicEnglish850.txt,none,MLM,"A man, down in the same."
57,Four girls are doing backbends and playing outdoors,OgdenBasicEnglish850.txt,none,MLM,young man: building up and living.
71,A man is sitting in a field,OgdenBasicEnglish850.txt,none,MLM,A man while driving in a field
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,OgdenBasicEnglish850.txt,none,MLM,A person with a red shirt or driving a blue cart down the road
125,The blond girl is dancing behind the sound equipment,OgdenBasicEnglish850.txt,none,MLM,"The little girl, right about the sound."
140,The woman is wearing glasses and a black headdress,OgdenBasicEnglish850.txt,none,MLM,"The woman, black hair and a black hat"
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,OgdenBasicEnglish850.txt,none,MLM,"A boy while hanging up a wall, learning for scissors and scissors up to a!"
377,A man is leading the race,OgdenBasicEnglish850.txt,none,MLM,A man still in the.
379,A man is leading the race,OgdenBasicEnglish850.txt,none,MLM,A man still in the.
12,A skilled person is riding a bicycle on one wheel,OgdenBasicEnglish850.txt,none,T5,.
52,A man is jumping into an empty pool,OgdenBasicEnglish850.txt,none,T5,.
57,Four girls are doing backbends and playing outdoors,OgdenBasicEnglish850.txt,none,T5,:
71,A man is sitting in a field,OgdenBasicEnglish850.txt,none,T5,.
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,OgdenBasicEnglish850.txt,none,T5,: ( in the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name of the name
125,The blond girl is dancing behind the sound equipment,OgdenBasicEnglish850.txt,none,T5,: simple simple
140,The woman is wearing glasses and a black headdress,OgdenBasicEnglish850.txt,none,T5,.
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,OgdenBasicEnglish850.txt,none,T5,.
377,A man is leading the race,OgdenBasicEnglish850.txt,none,T5,.
379,A man is leading the race,OgdenBasicEnglish850.txt,none,T5,.
12,A skilled person is riding a bicycle on one wheel,OgdenBasicEnglish850.txt,none,BYT5,""" on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on"
52,A man is jumping into an empty pool,OgdenBasicEnglish850.txt,none,BYT5,""" star of the star of the star of the star of the star of the star of the star of the star of the star of the star of the star"
57,Four girls are doing backbends and playing outdoors,OgdenBasicEnglish850.txt,none,BYT5,""" in person against the against the against the against the against the against the against the against the against the against"
71,A man is sitting in a field,OgdenBasicEnglish850.txt,none,BYT5,""" have to be reading to be reading to be reading to be reading to be reading to be reading to be reading to be reading to be re"
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,OgdenBasicEnglish850.txt,none,BYT5,""" in the colour of the colour of the colour of the colour of the colour of the colour of the colour of the colour of the colour"
125,The blond girl is dancing behind the sound equipment,OgdenBasicEnglish850.txt,none,BYT5,""" that the sound of the sound of the sound of the sound of the sound of the sound of the sound of the sound of the sound of the"
140,The woman is wearing glasses and a black headdress,OgdenBasicEnglish850.txt,none,BYT5,""" then the woman then the woman then the woman then the woman then the woman then the then the then the then the then the then"
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,OgdenBasicEnglish850.txt,none,BYT5,""" in the first place in the first place in the first place in the first place in the first place in the first place in the firs"
377,A man is leading the race,OgdenBasicEnglish850.txt,none,BYT5,""" the man the man the man the man the man the man the man"
379,A man is leading the race,OgdenBasicEnglish850.txt,none,BYT5,""" the man the man the man the man the man the man the man"
12,A skilled person is riding a bicycle on one wheel,OgdenBasicEnglish850.txt,none,EMB_SUB,A responsible person do ship a idea on i wheel
52,A man is jumping into an empty pool,OgdenBasicEnglish850.txt,none,EMB_SUB,A man do jump but a existence garden
57,Four girls are doing backbends and playing outdoors,OgdenBasicEnglish850.txt,none,EMB_SUB,Thick girl some train back and very field
71,A man is sitting in a field,OgdenBasicEnglish850.txt,none,EMB_SUB,A man do here in a field
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,OgdenBasicEnglish850.txt,none,EMB_SUB,A fowl with a red glove do ship a blue give down the road
125,The blond girl is dancing behind the sound equipment,OgdenBasicEnglish850.txt,none,EMB_SUB,The that girl do amount not the sound tired
140,The woman is wearing glasses and a black headdress,OgdenBasicEnglish850.txt,none,EMB_SUB,The woman do dress say and a black feeble
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,OgdenBasicEnglish850.txt,none,EMB_SUB,A boy do very up a wall political stone for very and do same to a stitch
377,A man is leading the race,OgdenBasicEnglish850.txt,none,EMB_SUB,A man do business the circle
379,A man is leading the race,OgdenBasicEnglish850.txt,none,EMB_SUB,A man do business the circle
12,A skilled person is riding a bicycle on one wheel,vocab_100.txt,english_stopwords,MLM,A young man is on a side on a.
52,A man is jumping into an empty pool,vocab_100.txt,english_stopwords,MLM,A man is put into an open.
57,Four girls are doing backbends and playing outdoors,vocab_100.txt,english_stopwords,MLM,young people are doing business and work.
71,A man is sitting in a field,vocab_100.txt,english_stopwords,MLM,A man is present in a.
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_100.txt,english_stopwords,MLM,A man with a white face is on a white face down the.
125,The blond girl is dancing behind the sound equipment,vocab_100.txt,english_stopwords,MLM,The young man is still on the same.
140,The woman is wearing glasses and a black headdress,vocab_100.txt,english_stopwords,MLM,"The man is white, and a white."
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_100.txt,english_stopwords,MLM,A man is set up a place or place for work and is put to a.
377,A man is leading the race,vocab_100.txt,english_stopwords,MLM,A man is in the.
379,A man is leading the race,vocab_100.txt,english_stopwords,MLM,A man is in the.
12,A skilled person is riding a bicycle on one wheel,vocab_100.txt,english_stopwords,T5,.
52,A man is jumping into an empty pool,vocab_100.txt,english_stopwords,T5,.
57,Four girls are doing backbends and playing outdoors,vocab_100.txt,english_stopwords,T5,:
71,A man is sitting in a field,vocab_100.txt,english_stopwords,T5,.
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_100.txt,english_stopwords,T5,: ( in the form of an in the form of an in the form of an in the form of an in the form of an in the form of an in the form of an in the form of an in the form of an in the form of an in the form of an in the form of
125,The blond girl is dancing behind the sound equipment,vocab_100.txt,english_stopwords,T5,.
140,The woman is wearing glasses and a black headdress,vocab_100.txt,english_stopwords,T5,.
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_100.txt,english_stopwords,T5,.
377,A man is leading the race,vocab_100.txt,english_stopwords,T5,.
379,A man is leading the race,vocab_100.txt,english_stopwords,T5,.
12,A skilled person is riding a bicycle on one wheel,vocab_100.txt,english_stopwords,BYT5,""" on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on on"
52,A man is jumping into an empty pool,vocab_100.txt,english_stopwords,BYT5,""" should have been should have been should have been should have been should have been should have been should have been should"
57,Four girls are doing backbends and playing outdoors,vocab_100.txt,english_stopwords,BYT5,""" has become the only thing to do with the only thing that with the only thing that with the only thing that with the only thin"
71,A man is sitting in a field,vocab_100.txt,english_stopwords,BYT5,""" have been a development of the development of the development of the development of the development of the development of the"
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_100.txt,english_stopwords,BYT5,""" should have become a man who has been through the should have become a man who has been through the should have been through"
125,The blond girl is dancing behind the sound equipment,vocab_100.txt,english_stopwords,BYT5,""" has been through to the end of the second end of the second end of the second end of the second end of the second end of the"
140,The woman is wearing glasses and a black headdress,vocab_100.txt,english_stopwords,BYT5,""" should have become the only way through the should have become the should have become the only way through the should have be"
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_100.txt,english_stopwords,BYT5,""" has been the only thing that he has been the only thing that he has been the only thing that he has been the only thing that"
377,A man is leading the race,vocab_100.txt,english_stopwords,BYT5,""" the same the same the same the same the same the same the same the same the same the same the same the same the same the same"
379,A man is leading the race,vocab_100.txt,english_stopwords,BYT5,""" the same the same the same the same the same the same the same the same the same the same the same the same the same the same"
12,A skilled person is riding a bicycle on one wheel,vocab_100.txt,english_stopwords,EMB_SUB,A people man is development a work on make time
52,A man is jumping into an empty pool,vocab_100.txt,english_stopwords,EMB_SUB,A man is program into an problem put
57,Four girls are doing backbends and playing outdoors,vocab_100.txt,english_stopwords,EMB_SUB,Two man are doing back and even work
71,A man is sitting in a field,vocab_100.txt,english_stopwords,EMB_SUB,A man is year in a time
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_100.txt,english_stopwords,EMB_SUB,A like with a better back is development a white give down the course
125,The blond girl is dancing behind the sound equipment,vocab_100.txt,english_stopwords,EMB_SUB,The right man is down two the put use
140,The woman is wearing glasses and a black headdress,vocab_100.txt,english_stopwords,EMB_SUB,The man is day say and a white interest
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_100.txt,english_stopwords,EMB_SUB,A man is even up a use world put for even and is family to a make
377,A man is leading the race,vocab_100.txt,english_stopwords,EMB_SUB,A man is business the work
379,A man is leading the race,vocab_100.txt,english_stopwords,EMB_SUB,A man is business the work
12,A skilled person is riding a bicycle on one wheel,vocab_100.txt,none,MLM,- - man - like - man - like.
52,A man is jumping into an empty pool,vocab_100.txt,none,MLM,young man: going over: open.
57,Four girls are doing backbends and playing outdoors,vocab_100.txt,none,MLM,young people like being young people go!
71,A man is sitting in a field,vocab_100.txt,none,MLM,young man: life: open.
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_100.txt,none,MLM,white man - white white man - - white white man down country.
125,The blond girl is dancing behind the sound equipment,vocab_100.txt,none,MLM,young young man: man: home power!
140,The woman is wearing glasses and a black headdress,vocab_100.txt,none,MLM,young man: white face; long white.
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_100.txt,none,MLM,"young man: set off - - - young man, man - down like -."
377,A man is leading the race,vocab_100.txt,none,MLM,white man: take back!
379,A man is leading the race,vocab_100.txt,none,MLM,white man: take back!
12,A skilled person is riding a bicycle on one wheel,vocab_100.txt,none,T5,.
52,A man is jumping into an empty pool,vocab_100.txt,none,T5,.
57,Four girls are doing backbends and playing outdoors,vocab_100.txt,none,T5,:
71,A man is sitting in a field,vocab_100.txt,none,T5,.
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_100.txt,none,T5,:
125,The blond girl is dancing behind the sound equipment,vocab_100.txt,none,T5,.
140,The woman is wearing glasses and a black headdress,vocab_100.txt,none,T5,.
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_100.txt,none,T5,.
377,A man is leading the race,vocab_100.txt,none,T5,.
379,A man is leading the race,vocab_100.txt,none,T5,.
12,A skilled person is riding a bicycle on one wheel,vocab_100.txt,none,BYT5,""" part become right become right become right become right become right become right become right become right become right bec"
52,A man is jumping into an empty pool,vocab_100.txt,none,BYT5,""" think think think think think think think think think think think think thing think thing think thing think thing think thing"
57,Four girls are doing backbends and playing outdoors,vocab_100.txt,none,BYT5,""" have become two back back back back back back back back back back back back"
71,A man is sitting in a field,vocab_100.txt,none,BYT5,""" have become still still have become still have become still have become still have become still have become still have become"
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_100.txt,none,BYT5,""" interest point while man can be found still point point point point point point point point point point point point point"
125,The blond girl is dancing behind the sound equipment,vocab_100.txt,none,BYT5,""" have become down being down being down being down being down being dow"
140,The woman is wearing glasses and a black headdress,vocab_100.txt,none,BYT5,""" still have become world still still still still still still still still still still still still still still still still still"
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_100.txt,none,BYT5,""" have become thought thought thought thought thought thought thought thought thought thought thought thought thought thought t"
377,A man is leading the race,vocab_100.txt,none,BYT5,""" point thought thought thought thought thought thought thought thought thought thought thought thought thought thought thought"
379,A man is leading the race,vocab_100.txt,none,BYT5,""" point thought thought thought thought thought thought thought thought thought thought thought thought thought thought thought"
12,A skilled person is riding a bicycle on one wheel,vocab_100.txt,none,EMB_SUB,Have people man do development have work even make time
52,A man is jumping into an empty pool,vocab_100.txt,none,EMB_SUB,Have man do program even know problem put
57,Four girls are doing backbends and playing outdoors,vocab_100.txt,none,EMB_SUB,Two man become being back even even work
71,A man is sitting in a field,vocab_100.txt,none,EMB_SUB,Have man do year know have time
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_100.txt,none,EMB_SUB,Have like even have better back do development have white give down have course
125,The blond girl is dancing behind the sound equipment,vocab_100.txt,none,EMB_SUB,Have right man do down two have put use
140,The woman is wearing glasses and a black headdress,vocab_100.txt,none,EMB_SUB,Have man do day say even have white interest
327,A boy is climbing up a wall artificially built for climbing and is attached to a rope,vocab_100.txt,none,EMB_SUB,Have man do even say have use world put do even even do family have have make
377,A man is leading the race,vocab_100.txt,none,EMB_SUB,Have man do business have work
379,A man is leading the race,vocab_100.txt,none,EMB_SUB,Have man do business have work
12,A skilled person is riding a bicycle on one wheel,vocab_200.txt,english_stopwords,MLM,A young man is on a car on the street
52,A man is jumping into an empty pool,vocab_200.txt,english_stopwords,MLM,A man is put into an open.
57,Four girls are doing backbends and playing outdoors,vocab_200.txt,english_stopwords,MLM,young people are doing business and work.
71,A man is sitting in a field,vocab_200.txt,english_stopwords,MLM,A man is present in a field
114,A motorcyclist with a red helmet is riding a blue motorcycle down the road,vocab_200.txt,english_stopwords,MLM,A man with a black face is on a black car down the street
125,The blond girl is dancing behind the sound equipment,vocab_200.txt,english_stopwords,MLM,The young girl is still on the same.
