Index,Original_Sentence,Vocabulary,Exempt_Mode,Model_ID,Transformed_Sentence
57,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,ThingExplainer1000.txt,none,EMB_SUB,excuse woke he came back to City to learn at the pink Apartment and then he was lady calm anger of the Mom Cold Piece
71,It continues as the Bohemian Switzerland in the Czech Republic.,ThingExplainer1000.txt,none,EMB_SUB,It is still any as the Pop Hello in the Too Asleep
114,The characters are foul-mouthed extensions of their earlier characters Pete and Dud.,ThingExplainer1000.txt,none,EMB_SUB,The met speak bad baby of their both met buy and i'd
125,Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.,ThingExplainer1000.txt,none,EMB_SUB,There was possible to calm mirror all the way up the Middle something and as far suddenly as Done Read
140,"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear.",ThingExplainer1000.txt,none,EMB_SUB,"On situation the women "" me lady "" will let a second women inside of the me the every for this is once explain"
279,"These ideally provide excellent habitat for chinkara, hog deer and blue bull.",ThingExplainer1000.txt,none,EMB_SUB,Met these make an good done ground for man your kiss and blue knee
327,People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.,ThingExplainer1000.txt,none,EMB_SUB,Something or heart beat sleep and sudden movie life are often heavy with card. Card is broken of heart body and which with this around may reply to something or sudden movie life. Sometimes both may happen at once.
346,"Gimnasia hired first famed Colombian trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.",ThingExplainer1000.txt,none,EMB_SUB,Something buy Woman Life a Excite seat and then Mother Annoy Wish but they were not very especially
12,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",OgdenBasicEnglish850.txt,english_stopwords,MLM,he at brown school from then to then and then with a degree in.
52,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",OgdenBasicEnglish850.txt,english_stopwords,MLM,"This stamp was the only letter stamp for the rest of his existence, and few were."
57,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,OgdenBasicEnglish850.txt,english_stopwords,MLM,after that he was back to work to train at the music school and then he was the music manager of the polish military.
71,It continues as the Bohemian Switzerland in the Czech Republic.,OgdenBasicEnglish850.txt,english_stopwords,MLM,It is still common as the only tree in the polish.
114,The characters are foul-mouthed extensions of their earlier characters Pete and Dud.,OgdenBasicEnglish850.txt,english_stopwords,MLM,The group has bad language of their own name; and:
125,Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.,OgdenBasicEnglish850.txt,english_stopwords,MLM,There was damage to property damage all the way up the east river and as far south as West.
140,"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear.",OgdenBasicEnglish850.txt,english_stopwords,MLM,"On request the male "" monkey monkey "" will let a second male out of the monkey; the reason for this is not."
279,"These ideally provide excellent habitat for chinkara, hog deer and blue bull.",OgdenBasicEnglish850.txt,english_stopwords,MLM,"together, these make an important food base for both, red cow and blue cow."
327,People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.,OgdenBasicEnglish850.txt,english_stopwords,MLM,heart or heart muscle disease and sudden heart attack are both common with disease. there is loss of heart muscle and those with this disease may lead to sudden or sudden heart attack. these both may start at once.
346,"Gimnasia hired first famed Colombian trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.",OgdenBasicEnglish850.txt,english_stopwords,MLM,"they had don, a horse, and then don and don, but they were not very."
12,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",OgdenBasicEnglish850.txt,english_stopwords,T5,. ( in the form of the paper and the paper on how to use the paper to make the process more complex and more complex than the paper on the paper on the paper on the paper on the paper on the paper and the paper on the paper on the paper on the paper on the paper on the paper
52,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",OgdenBasicEnglish850.txt,english_stopwords,T5,-  and it was very simple to use and simple to use in the print process to make the stamp look more simple and simple to use as the stamp for the first time in the history of the country and to keep it simple to use and to keep it simple to use in the print process and to make
57,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,OgdenBasicEnglish850.txt,english_stopwords,T5,he was the first person to have been in the field of music and music at the church and then the church was the first to have been in the field of music and music at the end of the year to be the first person to have been in the field of music and music at the church and at the
71,It continues as the Bohemian Switzerland in the Czech Republic.,OgdenBasicEnglish850.txt,english_stopwords,T5,", simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple"
114,The characters are foul-mouthed extensions of their earlier characters Pete and Dud.,OgdenBasicEnglish850.txt,english_stopwords,T5,.
125,Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.,OgdenBasicEnglish850.txt,english_stopwords,T5,: simple so so so simple so so that it was possible to make it clear that the damage was up to the sea level and up to the sea level and up to the sea level and up to the sea level as well as up to the sea level as well as up to the sea level and up to
140,"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear.",OgdenBasicEnglish850.txt,english_stopwords,T5,"- "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" """
279,"These ideally provide excellent habitat for chinkara, hog deer and blue bull.",OgdenBasicEnglish850.txt,english_stopwords,T5,-  and they make the most of the most common and most of the most common and most common of the most common and most common of the most common and most common of the most common of the most common of the most common of the most common of the most common of the most common of the most common
327,People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.,OgdenBasicEnglish850.txt,english_stopwords,T5,a person with this disease may be at the heart rate of the heart muscle and may be at the heart rate of the heart and may be at the heart rate of the heart and heart rate of the person with this disease may be at the heart rate of the heart muscle and may be at the heart rate of
346,"Gimnasia hired first famed Colombian trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.",OgdenBasicEnglish850.txt,english_stopwords,T5,'  and the rest of the work was very hard to get to the end of the day and it was very hard to get to the end of the day to get to the end of the day to get to the end of the day and get to the end of the day to get to the end of
12,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",OgdenBasicEnglish850.txt,english_stopwords,BYT5,""" has been with the position that he has been with the position that he has been with the position that he has been with the po"
52,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",OgdenBasicEnglish850.txt,english_stopwords,BYT5,""" stamp stamp for this stamp for this stamp for this stamp for this stamp for this stamp for this stamp for this stamp for this"
57,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,OgdenBasicEnglish850.txt,english_stopwords,BYT5,""" and then he was the first private secretary and then he was the first private secretary and then he was the first private sec"
71,It continues as the Bohemian Switzerland in the Czech Republic.,OgdenBasicEnglish850.txt,english_stopwords,BYT5,""" system of this system is not of this system of this system of this system of this system is not of this system of this system"
114,The characters are foul-mouthed extensions of their earlier characters Pete and Dud.,OgdenBasicEnglish850.txt,english_stopwords,BYT5,""" that they are not that they are not that they are not that they are not that they are not that they are not that they are not"
125,Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.,OgdenBasicEnglish850.txt,english_stopwords,BYT5,""" point of view of this point to view of this point of this point of this point of this point of this point of this point of th"
140,"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear.",OgdenBasicEnglish850.txt,english_stopwords,BYT5,""" the male will let a second male will let a second male will let a second male will let a second male will let a second male i"
279,"These ideally provide excellent habitat for chinkara, hog deer and blue bull.",OgdenBasicEnglish850.txt,english_stopwords,BYT5,""" has been conscious over the conscious over the conscious over the conscious over the conscious over the conscious over the co"
327,People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.,OgdenBasicEnglish850.txt,english_stopwords,BYT5,""" and some may have been at once and some may have been at once and some may have been at once and some may have been at once."
346,"Gimnasia hired first famed Colombian trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.",OgdenBasicEnglish850.txt,english_stopwords,BYT5,""" had been at that time they were at the same time they were at the same time they were at that time they were at the same time"
12,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",OgdenBasicEnglish850.txt,english_stopwords,EMB_SUB,Join do Company Train from bread to i and prison with a ANSWER in art
52,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",OgdenBasicEnglish850.txt,english_stopwords,EMB_SUB,This stamp fact the power letter stamp for the rest of PLOUGH future and seem were print
57,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,OgdenBasicEnglish850.txt,english_stopwords,EMB_SUB,bucket future he here back to Heat to teaching at the grass Military and then he was plane copper interest of the Tray Coat Brass
71,It continues as the Bohemian Switzerland in the Czech Republic.,OgdenBasicEnglish850.txt,english_stopwords,EMB_SUB,It is still any as the Humour Brown in the Polish Physical
114,The characters are foul-mouthed extensions of their earlier characters Pete and Dud.,OgdenBasicEnglish850.txt,english_stopwords,EMB_SUB,The physical give bad language of their yesterday physical pig and i
125,Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.,OgdenBasicEnglish850.txt,english_stopwords,EMB_SUB,There was possible to branch damage all the way up the Middle west and as far humour as West Current
140,"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear.",OgdenBasicEnglish850.txt,english_stopwords,EMB_SUB,"On open the male "" i needle "" will let a second male hate of the i the circle for this is bent water"
279,"These ideally provide excellent habitat for chinkara, hog deer and blue bull.",OgdenBasicEnglish850.txt,english_stopwords,EMB_SUB,Insect these make an necessary west run for chin potato kiss and blue knee
327,People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.,OgdenBasicEnglish850.txt,english_stopwords,EMB_SUB,Work or heart month sleep and sudden push coat are violent dependent with card. Card is broken of heart muscle and probable with this disease may range to work or sudden push coat. Violent both may say at once.
346,"Gimnasia hired first famed Colombian trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.",OgdenBasicEnglish850.txt,english_stopwords,EMB_SUB,Ornament false Woman Political a Stamp seat and then Destruction Bent I but they were not very among
12,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",OgdenBasicEnglish850.txt,none,MLM,he at brown school from then to then and then with a degree in.
52,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",OgdenBasicEnglish850.txt,none,MLM,"This stamp form the only letter stamp for the rest of the country, and all paper."
57,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,OgdenBasicEnglish850.txt,none,MLM,after that he move back to town to work at the music school and then he be the music manager of the cork pipe.
71,It continues as the Bohemian Switzerland in the Czech Republic.,OgdenBasicEnglish850.txt,none,MLM,this country still may as the only country in the polish.
114,The characters are foul-mouthed extensions of their earlier characters Pete and Dud.,OgdenBasicEnglish850.txt,none,MLM,The group use bad language of the lead band pig and.
125,Moderate to severe damage extended up the Atlantic coastline and as far inland as West Virginia.,OgdenBasicEnglish850.txt,none,MLM,There be damage to sea damage all the way up the east river and as far south as West.
140,"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear.",OgdenBasicEnglish850.txt,none,MLM,"On request the male "" monkey monkey "" will let a second male out of the monkey; the reason for this seem not."
279,"These ideally provide excellent habitat for chinkara, hog deer and blue bull.",OgdenBasicEnglish850.txt,none,MLM,"together, there make this important meeting place for the, white horse and blue."
327,People with cardiomyopathy are often at risk of arrhythmia or sudden cardiac death or both.,OgdenBasicEnglish850.txt,none,MLM,"heart or heart muscle disease and sudden heart attack, may present with disease. there be loss of heart muscle and person with this disease may lead to sudden or sudden heart attack. if this may start at."
346,"Gimnasia hired first famed Colombian trainer Francisco Maturana, and then Julio César Falcioni, but both had limited success.",OgdenBasicEnglish850.txt,none,MLM,"he married mother, a horse owner, and then married mother, but married after not very."
12,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",OgdenBasicEnglish850.txt,none,T5,. ( in the form of the new book and the new book of the new book and the new book of the new book and the new book of the new book and the new book of the new book and the new book of the new book and the new book of the new book and the new book of
52,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",OgdenBasicEnglish850.txt,none,T5,- ( in the form of the letter stamp in the first place in the first place in the first place in the first place in the first place in the first place in the first place in the first place in the first place in the first place in the first place in the first place in the first place in
57,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,OgdenBasicEnglish850.txt,none,T5,-  in the summer of the year of the year of the year of the year of the year of the year of the year of the year of the year of the year of the year of the year of the year of the year of the year of the year of the year of the year of the year
71,It continues as the Bohemian Switzerland in the Czech Republic.,OgdenBasicEnglish850.txt,none,T5,", simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple simple"
114,The characters are foul-mouthed extensions of their earlier characters Pete and Dud.,OgdenBasicEnglish850.txt,none,T5,.
